Destination,Airline,Flight,Departure,Terminal,Status,Arrival_time,A_day,Scheduled,S_day
Detroit (DTW),Republic Airlines,YX 3418,3:25 PM,C,Landed - On-time,5:39 PM,,5:24 PM,
Detroit (DTW),United Airlines,UA 3418,3:25 PM,C,Landed - On-time,5:39 PM,,5:24 PM,
Los Angeles (LAX),United Airlines,UA 751,3:25 PM,C,Landed - Delayed,7:15 PM,,6:31 PM,
Los Angeles (LAX),Air New Zealand,NZ 9531,3:25 PM,C,Landed - Delayed,7:15 PM,,6:31 PM,
Los Angeles (LAX),Austrian,OS 7997,3:25 PM,C,Landed - Delayed,7:15 PM,,6:31 PM,
Los Angeles (LAX),SAS,SK 6842,3:25 PM,C,Landed - Delayed,7:15 PM,,6:31 PM,
Los Angeles (LAX),Brussels Airlines,SN 8913,3:25 PM,C,Landed - Delayed,7:15 PM,,6:31 PM,
San Francisco (SFO),United Airlines,UA 878,3:25 PM,C,Landed - On-time,6:16 PM,,6:24 PM,
San Francisco (SFO),Air New Zealand,NZ 9122,3:25 PM,C,Landed - On-time,6:16 PM,,6:24 PM,
San Francisco (SFO),Austrian,OS 7989,3:25 PM,C,Landed - On-time,6:16 PM,,6:24 PM,
San Francisco (SFO),SAS,SK 6884,3:25 PM,C,Landed - On-time,6:16 PM,,6:24 PM,
San Francisco (SFO),Brussels Airlines,SN 8941,3:25 PM,C,Landed - On-time,6:16 PM,,6:24 PM,
Chicago (ORD),United Airlines,UA 743,3:28 PM,C,Landed - Delayed,5:52 PM,,5:01 PM,
Chicago (ORD),Air Canada,AC 5134,3:28 PM,C,Landed - Delayed,5:52 PM,,5:01 PM,
Chicago (ORD),SAS,SK 6862,3:28 PM,C,Landed - Delayed,5:52 PM,,5:01 PM,
West Palm Beach (PBI),United Airlines,UA 1676,3:28 PM,C,Landed - On-time,6:52 PM,,6:19 PM,
West Palm Beach (PBI),Air Canada,AC 5128,3:28 PM,C,Landed - On-time,6:52 PM,,6:19 PM,
West Palm Beach (PBI),Air China,CA 7447,3:28 PM,C,Landed - On-time,6:52 PM,,6:19 PM,
West Palm Beach (PBI),Lufthansa,LH 7584,3:28 PM,C,Landed - On-time,6:52 PM,,6:19 PM,
West Palm Beach (PBI),SAS,SK 6734,3:28 PM,C,Landed - On-time,6:52 PM,,6:19 PM,
Plattsburgh (PBG),Wiggins Airways,7110,3:30 PM,,Unknown,,,,
Buffalo (BUF),CommutAir,C5 4907,3:35 PM,A,Landed - Delayed,5:44 PM,,5:07 PM,
Buffalo (BUF),Lufthansa,LH 8810,3:35 PM,A,Landed - Delayed,5:44 PM,,5:07 PM,
Buffalo (BUF),Austrian,OS 7753,3:35 PM,A,Landed - Delayed,5:44 PM,,5:07 PM,
Buffalo (BUF),United Airlines,UA 4907,3:35 PM,A,Landed - Delayed,5:44 PM,,5:07 PM,
Cincinnati (CVG),Republic Airlines,YX 3596,3:35 PM,A,Landed - On-time,5:35 PM,,5:48 PM,
Cincinnati (CVG),Air Canada,AC 4836,3:35 PM,A,Landed - On-time,5:35 PM,,5:48 PM,
Cincinnati (CVG),Lufthansa,LH 7816,3:35 PM,A,Landed - On-time,5:35 PM,,5:48 PM,
Cincinnati (CVG),SAS,SK 6800,3:35 PM,A,Landed - On-time,5:35 PM,,5:48 PM,
Cincinnati (CVG),United Airlines,UA 3596,3:35 PM,A,Landed - On-time,5:35 PM,,5:48 PM,
Toronto (YYZ),ExpressJet,EV 4435,3:49 PM,A,Landed - On-time,5:10 PM,,5:30 PM,
Toronto (YYZ),Air Canada,AC 3491,3:49 PM,A,Landed - On-time,5:10 PM,,5:30 PM,
Toronto (YYZ),SAS,SK 6889,3:49 PM,A,Landed - On-time,5:10 PM,,5:30 PM,
Toronto (YYZ),United Airlines,UA 4435,3:49 PM,A,Landed - On-time,5:10 PM,,5:30 PM,
Los Angeles (LAX),Alaska Airlines,AS 1167,3:50 PM,A,Landed - On-time,6:47 PM,,7:05 PM,
Portland (PDX),Alaska Airlines,AS 53,3:55 PM,A,Landed - Delayed,9:16 PM,,7:03 PM,
Panama City (PTY),United Airlines,UA 1021,3:55 PM,C,Landed - Delayed,10:02 PM,,8:05 PM,
Panama City (PTY),Copa Airlines,CM 1921,3:55 PM,C,Landed - Delayed,10:02 PM,,8:05 PM,
San Salvador (SAL),Avianca Costa Rica,LR 399,3:55 PM,B,Scheduled - Delayed,,,7:05 PM,
San Salvador (SAL),AVIANCA,AV 399,3:55 PM,B,Scheduled - Delayed,,,7:05 PM,
Montreal (YUL),Sky Regional,KV 7741,3:55 PM,A,Landed - Delayed,7:59 PM,,5:15 PM,
Montreal (YUL),Air Canada,AC 7741,3:55 PM,A,Landed - Delayed,7:59 PM,,5:15 PM,
Boston (BOS),United Airlines,UA 1202,4:00 PM,C,Landed - On-time,5:23 PM,,5:14 PM,
Boston (BOS),Austrian,OS 7737,4:00 PM,C,Landed - On-time,5:23 PM,,5:14 PM,
Boston (BOS),SAS,SK 6778,4:00 PM,C,Landed - On-time,5:23 PM,,5:14 PM,
Charleston (CHS),CommutAir,C5 4899,4:00 PM,C,Landed - Delayed,7:41 PM,,6:17 PM,
Charleston (CHS),Air Canada,AC 3015,4:00 PM,C,Landed - Delayed,7:41 PM,,6:17 PM,
Charleston (CHS),Lufthansa,LH 7756,4:00 PM,C,Landed - Delayed,7:41 PM,,6:17 PM,
Charleston (CHS),United Airlines,UA 4899,4:00 PM,C,Landed - Delayed,7:41 PM,,6:17 PM,
Washington (DCA),United Airlines,UA 1743,4:00 PM,C,Landed - Delayed,6:23 PM,,5:19 PM,
Denver (DEN),United Airlines,UA 2429,4:00 PM,C,Landed - Delayed,7:04 PM,,6:20 PM,
Elmira (ELM),CommutAir,C5 4890,4:00 PM,C,Landed - Delayed,8:19 PM,,5:12 PM,
Elmira (ELM),United Airlines,UA 4890,4:00 PM,C,Landed - Delayed,8:19 PM,,5:12 PM,
Fort Lauderdale (FLL),Spirit Airlines,NK 525,4:00 PM,B,Landed - Delayed,9:23 PM,,7:01 PM,
Indianapolis (IND),ExpressJet,EV 4166,4:00 PM,A,Landed - On-time,6:10 PM,,6:16 PM,
Indianapolis (IND),Lufthansa,LH 7880,4:00 PM,A,Landed - On-time,6:10 PM,,6:16 PM,
Indianapolis (IND),Austrian,OS 7761,4:00 PM,A,Landed - On-time,6:10 PM,,6:16 PM,
Indianapolis (IND),SAS,SK 6848,4:00 PM,A,Landed - On-time,6:10 PM,,6:16 PM,
Indianapolis (IND),United Airlines,UA 4166,4:00 PM,A,Landed - On-time,6:10 PM,,6:16 PM,
Jacksonville (JAX),Republic Airlines,YX 3466,4:00 PM,A,Landed - On-time,6:47 PM,,6:39 PM,
Jacksonville (JAX),Air Canada,AC 4731,4:00 PM,A,Landed - On-time,6:47 PM,,6:39 PM,
Jacksonville (JAX),Lufthansa,LH 7842,4:00 PM,A,Landed - On-time,6:47 PM,,6:39 PM,
Jacksonville (JAX),SAS,SK 6808,4:00 PM,A,Landed - On-time,6:47 PM,,6:39 PM,
Jacksonville (JAX),United Airlines,UA 3466,4:00 PM,A,Landed - On-time,6:47 PM,,6:39 PM,
Las Vegas (LAS),United Airlines,UA 1596,4:00 PM,C,Landed - Delayed,7:17 PM,,6:36 PM,
Las Vegas (LAS),SAS,SK 6826,4:00 PM,C,Landed - Delayed,7:17 PM,,6:36 PM,
Saint Louis (STL),Republic Airlines,YX 3585,4:00 PM,C,Landed - Delayed,5:56 PM,,5:54 PM,
Saint Louis (STL),Lufthansa,LH 7662,4:00 PM,C,Landed - Delayed,5:56 PM,,5:54 PM,
Saint Louis (STL),Austrian,OS 7749,4:00 PM,C,Landed - Delayed,5:56 PM,,5:54 PM,
Saint Louis (STL),SAS,SK 6706,4:00 PM,C,Landed - Delayed,5:56 PM,,5:54 PM,
Saint Louis (STL),United Airlines,UA 3585,4:00 PM,C,Landed - Delayed,5:56 PM,,5:54 PM,
Austin (AUS),Southwest Airlines,WN 5505,4:05 PM,A,Landed - Delayed,7:12 PM,,7:15 PM,
Nashville (BNA),Republic Airlines,YX 3628,4:05 PM,C,Landed - Delayed,6:19 PM,,5:37 PM,
Nashville (BNA),Lufthansa,LH 7716,4:05 PM,C,Landed - Delayed,6:19 PM,,5:37 PM,
Nashville (BNA),SAS,SK 6738,4:05 PM,C,Landed - Delayed,6:19 PM,,5:37 PM,
Nashville (BNA),United Airlines,UA 3628,4:05 PM,C,Landed - Delayed,6:19 PM,,5:37 PM,
Houston (IAH),United Airlines,UA 687,4:05 PM,C,Landed - Delayed,7:51 PM,,6:54 PM,
Houston (IAH),Air New Zealand,NZ 6599,4:05 PM,C,Landed - Delayed,7:51 PM,,6:54 PM,
Houston (IAH),Austrian,OS 7745,4:05 PM,C,Landed - Delayed,7:51 PM,,6:54 PM,
Houston (IAH),SAS,SK 6824,4:05 PM,C,Landed - Delayed,7:51 PM,,6:54 PM,
Houston (IAH),Brussels Airlines,SN 8881,4:05 PM,C,Landed - Delayed,7:51 PM,,6:54 PM,
Seattle (SEA),United Airlines,UA 2151,4:05 PM,C,Landed - Delayed,8:17 PM,,7:08 PM,
Seattle (SEA),SAS,SK 6812,4:05 PM,C,Landed - Delayed,8:17 PM,,7:08 PM,
San Jose (SJO),United Airlines,UA 1222,4:05 PM,C,Landed - Delayed,7:36 PM,,7:15 PM,
Cleveland (CLE),ExpressJet,EV 4398,4:10 PM,A,Landed - Delayed,6:21 PM,,5:57 PM,
Cleveland (CLE),Lufthansa,LH 7822,4:10 PM,A,Landed - Delayed,6:21 PM,,5:57 PM,
Cleveland (CLE),Austrian,OS 7765,4:10 PM,A,Landed - Delayed,6:21 PM,,5:57 PM,
Cleveland (CLE),SAS,SK 6794,4:10 PM,A,Landed - Delayed,6:21 PM,,5:57 PM,
Cleveland (CLE),United Airlines,UA 4398,4:10 PM,A,Landed - Delayed,6:21 PM,,5:57 PM,
Charlotte (CLT),Republic Airlines,YX 3656,4:10 PM,A,Landed - Delayed,7:05 PM,,6:18 PM,
Charlotte (CLT),SAS,SK 6844,4:10 PM,A,Landed - Delayed,7:05 PM,,6:18 PM,
Charlotte (CLT),Brussels Airlines,SN 8827,4:10 PM,A,Landed - Delayed,7:05 PM,,6:18 PM,
Charlotte (CLT),United Airlines,UA 3656,4:10 PM,A,Landed - Delayed,7:05 PM,,6:18 PM,
Toronto (YTZ),Porter Airlines,PD 136,4:10 PM,B,Landed - On-time,5:58 PM,,5:48 PM,
Chicago (ORD),FedEx,FX 3035,4:13 PM,,Landed - On-time,5:30 PM,,,
Atlanta (ATL),United Airlines,UA 568,4:15 PM,C,Landed - On-time,6:43 PM,,6:45 PM,
Atlanta (ATL),Austrian,OS 7773,4:15 PM,C,Landed - On-time,6:43 PM,,6:45 PM,
Atlanta (ATL),SAS,SK 6714,4:15 PM,C,Landed - On-time,6:43 PM,,6:45 PM,
Dallas (DFW),United Airlines,UA 1866,4:15 PM,C,Landed - Delayed,8:55 PM,,7:09 PM,
Dallas (DFW),SAS,SK 6770,4:15 PM,C,Landed - Delayed,8:55 PM,,7:09 PM,
Dallas (DFW),Brussels Airlines,SN 8851,4:15 PM,C,Landed - Delayed,8:55 PM,,7:09 PM,
Los Angeles (LAX),United Airlines,UA 1600,4:20 PM,C,Landed - On-time,7:10 PM,,7:25 PM,
Los Angeles (LAX),Air New Zealand,NZ 9536,4:20 PM,C,Landed - On-time,7:10 PM,,7:25 PM,
Los Angeles (LAX),Asiana Airlines,OZ 6265,4:20 PM,C,Landed - On-time,7:10 PM,,7:25 PM,
Los Angeles (LAX),SAS,SK 6840,4:20 PM,C,Landed - On-time,7:10 PM,,7:25 PM,
Los Angeles (LAX),Brussels Airlines,SN 8828,4:20 PM,C,Landed - On-time,7:10 PM,,7:25 PM,
San Salvador (SAL),TACA,TA 399,4:20 PM,,En Route,,,,
Atlanta (ATL),Delta Air Lines,DL 1942,4:25 PM,B,Landed - Delayed,7:10 PM,,6:52 PM,
Atlanta (ATL),Air France,AF 5651,4:25 PM,B,Landed - Delayed,7:10 PM,,6:52 PM,
Atlanta (ATL),Aeromexico,AM 5283,4:25 PM,B,Landed - Delayed,7:10 PM,,6:52 PM,
Atlanta (ATL),Gol,G3 8117,4:25 PM,B,Landed - Delayed,7:10 PM,,6:52 PM,
Atlanta (ATL),KLM,KL 6209,4:25 PM,B,Landed - Delayed,7:10 PM,,6:52 PM,
Atlanta (ATL),Virgin Atlantic,VS 4455,4:25 PM,B,Landed - Delayed,7:10 PM,,6:52 PM,
San Francisco (SFO),United Airlines,UA 1885,4:25 PM,C,Landed - Delayed,7:42 PM,,7:47 PM,
San Francisco (SFO),Air New Zealand,NZ 9125,4:25 PM,C,Landed - Delayed,7:42 PM,,7:47 PM,
San Francisco (SFO),SAS,SK 6890,4:25 PM,C,Landed - Delayed,7:42 PM,,7:47 PM,
San Francisco (SFO),Brussels Airlines,SN 8911,4:25 PM,C,Landed - Delayed,7:42 PM,,7:47 PM,
Fort Lauderdale (FLL),JetBlue Airways,B6 705,4:29 PM,A,Landed - On-time,7:47 PM,,7:39 PM,
Dusseldorf (DUS),Lufthansa,LH 409,4:35 PM,B,Landed - On-time,6:15 AM,1,6:10 AM,1
Dusseldorf (DUS),Air Canada,AC 9446,4:35 PM,B,Landed - On-time,6:15 AM,1,6:10 AM,1
Dusseldorf (DUS),United Airlines,UA 9256,4:35 PM,B,Landed - On-time,6:15 AM,1,6:10 AM,1
Wilkes-Barre (AVP),ExpressJet,EV 4006,4:40 PM,A,Landed - Delayed,5:58 PM,,5:45 PM,
Wilkes-Barre (AVP),United Airlines,UA 4006,4:40 PM,A,Landed - Delayed,5:58 PM,,5:45 PM,
Bogota (BOG),United Airlines,UA 1068,4:45 PM,C,Landed - Delayed,12:42 AM,1,9:35 PM,
Bogota (BOG),AVIANCA,AV 2245,4:45 PM,C,Landed - Delayed,12:42 AM,1,9:35 PM,
Orlando (MCO),JetBlue Airways,B6 227,4:45 PM,A,Landed - Delayed,8:14 PM,,7:48 PM,
Tel Aviv-Yafo (TLV),United Airlines,UA 84,4:45 PM,C,Landed - On-time,10:10 AM,1,10:15 AM,1
Minneapolis (MSP),SkyWest Airlines,OO 3581,4:46 PM,B,Landed - Delayed,8:47 PM,,6:53 PM,
Minneapolis (MSP),Virgin Atlantic,VS 4659,4:46 PM,B,Landed - Delayed,8:47 PM,,6:53 PM,
Minneapolis (MSP),Delta Air Lines,DL 3581,4:46 PM,B,Landed - Delayed,8:47 PM,,6:53 PM,
San Diego (SAN),Alaska Airlines,AS 773,4:47 PM,A,Landed - On-time,7:25 PM,,7:57 PM,
Rochester (ROC),Republic Airlines,YX 3729,4:50 PM,C,Canceled,,,6:29 PM,
Rochester (ROC),Lufthansa,LH 8612,4:50 PM,C,Canceled,,,6:29 PM,
Rochester (ROC),United Airlines,UA 3729,4:50 PM,C,Canceled,,,6:29 PM,
Washington (DCA),ExpressJet,EV 4373,4:55 PM,A,Landed - Delayed,6:59 PM,,6:21 PM,
Washington (DCA),United Airlines,UA 4373,4:55 PM,A,Landed - Delayed,6:59 PM,,6:21 PM,
Milwaukee (MKE),Republic Airlines,YX 3540,4:55 PM,A,Landed - Delayed,8:43 PM,,6:30 PM,
Milwaukee (MKE),Lufthansa,LH 8600,4:55 PM,A,Landed - Delayed,8:43 PM,,6:30 PM,
Milwaukee (MKE),United Airlines,UA 3540,4:55 PM,A,Landed - Delayed,8:43 PM,,6:30 PM,
Chicago (ORD),United Airlines,UA 1180,4:59 PM,C,Landed - Delayed,7:27 PM,,6:31 PM,
Chicago (ORD),Air Canada,AC 5096,4:59 PM,C,Landed - Delayed,7:27 PM,,6:31 PM,
Chicago (ORD),SAS,SK 6816,4:59 PM,C,Landed - Delayed,7:27 PM,,6:31 PM,
Norfolk (ORF),CommutAir,C5 4998,4:59 PM,C,Landed - Delayed,7:02 PM,,6:34 PM,
Norfolk (ORF),Air Canada,AC 3451,4:59 PM,C,Landed - Delayed,7:02 PM,,6:34 PM,
Norfolk (ORF),Lufthansa,LH 7736,4:59 PM,C,Landed - Delayed,7:02 PM,,6:34 PM,
Norfolk (ORF),United Airlines,UA 4998,4:59 PM,C,Landed - Delayed,7:02 PM,,6:34 PM,
Buffalo (BUF),United Airlines,UA 1439,5:00 PM,C,Landed - Delayed,6:40 PM,,6:24 PM,
Buffalo (BUF),Air China,CA 7443,5:00 PM,C,Landed - Delayed,6:40 PM,,6:24 PM,
Cincinnati (CVG),Republic Airlines,YX 3597,5:00 PM,A,Landed - Delayed,7:42 PM,,7:21 PM,
Cincinnati (CVG),Air Canada,AC 4842,5:00 PM,A,Landed - Delayed,7:42 PM,,7:21 PM,
Cincinnati (CVG),United Airlines,UA 3597,5:00 PM,A,Landed - Delayed,7:42 PM,,7:21 PM,
Dayton (DAY),ExpressJet,EV 4033,5:00 PM,A,Landed - Delayed,8:51 PM,,7:05 PM,
Dayton (DAY),Lufthansa,LH 7739,5:00 PM,A,Landed - Delayed,8:51 PM,,7:05 PM,
Dayton (DAY),United Airlines,UA 4033,5:00 PM,A,Landed - Delayed,8:51 PM,,7:05 PM,
West Palm Beach (PBI),United Airlines,UA 1559,5:00 PM,C,Landed - Delayed,9:34 PM,,7:58 PM,
West Palm Beach (PBI),Air Canada,AC 4803,5:00 PM,C,Landed - Delayed,9:34 PM,,7:58 PM,
Pittsburgh (PIT),Republic Airlines,YX 3575,5:00 PM,C,Landed - Delayed,9:26 PM,,6:35 PM,
Pittsburgh (PIT),Lufthansa,LH 7561,5:00 PM,C,Landed - Delayed,9:26 PM,,6:35 PM,
Pittsburgh (PIT),Austrian,OS 7769,5:00 PM,C,Landed - Delayed,9:26 PM,,6:35 PM,
Pittsburgh (PIT),United Airlines,UA 3575,5:00 PM,C,Landed - Delayed,9:26 PM,,6:35 PM,
Denver (DEN),United Airlines,UA 2041,5:01 PM,C,Landed - On-time,7:09 PM,,7:22 PM,
Denver (DEN),SAS,SK 6718,5:01 PM,C,Landed - On-time,7:09 PM,,7:22 PM,
Denver (DEN),Brussels Airlines,SN 8908,5:01 PM,C,Landed - On-time,7:09 PM,,7:22 PM,
Detroit (DTW),Endeavor Air,9E 3376,5:05 PM,B,Landed - Delayed,8:25 PM,,7:09 PM,
Detroit (DTW),Jet Airways (India),9W 8408,5:05 PM,B,Landed - Delayed,8:25 PM,,7:09 PM,
Detroit (DTW),Virgin Atlantic,VS 4407,5:05 PM,B,Landed - Delayed,8:25 PM,,7:09 PM,
Detroit (DTW),Delta Air Lines,DL 3376,5:05 PM,B,Landed - Delayed,8:25 PM,,7:09 PM,
Dulles (IAD),CommutAir,C5 4948,5:05 PM,C,Landed - Delayed,7:42 PM,,6:44 PM,
Dulles (IAD),SAS,SK 6774,5:05 PM,C,Landed - Delayed,7:42 PM,,6:44 PM,
Dulles (IAD),United Airlines,UA 4948,5:05 PM,C,Landed - Delayed,7:42 PM,,6:44 PM,
Houston (IAH),United Airlines,UA 1810,5:05 PM,C,Landed - Delayed,9:38 PM,,7:52 PM,
Houston (IAH),Air New Zealand,NZ 6601,5:05 PM,C,Landed - Delayed,9:38 PM,,7:52 PM,
Houston (IAH),SAS,SK 6898,5:05 PM,C,Landed - Delayed,9:38 PM,,7:52 PM,
Indianapolis (IND),Republic Airlines,YX 3571,5:05 PM,C,Landed - Delayed,8:57 PM,,7:29 PM,
Indianapolis (IND),SAS,SK 6846,5:05 PM,C,Landed - Delayed,8:57 PM,,7:29 PM,
Indianapolis (IND),United Airlines,UA 3571,5:05 PM,C,Landed - Delayed,8:57 PM,,7:29 PM,
Mexico City (MEX),United Airlines,UA 1065,5:05 PM,C,Landed - On-time,9:11 PM,,9:25 PM,
Mexico City (MEX),SAS,SK 6896,5:05 PM,C,Landed - On-time,9:11 PM,,9:25 PM,
Mexico City (MEX),TAP Portugal,TP 8624,5:05 PM,C,Landed - On-time,9:11 PM,,9:25 PM,
Boston (BOS),United Airlines,UA 486,5:10 PM,C,Landed - Delayed,7:46 PM,,6:24 PM,
Boston (BOS),SAS,SK 6878,5:10 PM,C,Landed - Delayed,7:46 PM,,6:24 PM,
Oakland (OAK),Southwest Airlines,WN 5589,5:10 PM,A,Landed - Delayed,8:32 PM,,8:25 PM,
Raleigh/Durham (RDU),SkyWest Airlines,OO 4499,5:13 PM,B,Landed - Delayed,8:48 PM,,7:05 PM,
Raleigh/Durham (RDU),Delta Air Lines,DL 4499,5:13 PM,B,Landed - Delayed,8:48 PM,,7:05 PM,
Baltimore (BWI),ExpressJet,EV 4205,5:15 PM,A,Landed - Delayed,7:58 PM,,6:46 PM,
Baltimore (BWI),Lufthansa,LH 7587,5:15 PM,A,Landed - Delayed,7:58 PM,,6:46 PM,
Baltimore (BWI),TAP Portugal,TP 8626,5:15 PM,A,Landed - Delayed,7:58 PM,,6:46 PM,
Baltimore (BWI),United Airlines,UA 4205,5:15 PM,A,Landed - Delayed,7:58 PM,,6:46 PM,
Detroit (DTW),Republic Airlines,YX 3420,5:15 PM,C,Landed - On-time,7:19 PM,,7:22 PM,
Detroit (DTW),SAS,SK 6852,5:15 PM,C,Landed - On-time,7:19 PM,,7:22 PM,
Detroit (DTW),TAP Portugal,TP 8598,5:15 PM,C,Landed - On-time,7:19 PM,,7:22 PM,
Detroit (DTW),United Airlines,UA 3420,5:15 PM,C,Landed - On-time,7:19 PM,,7:22 PM,
Fort Lauderdale (FLL),United Airlines,UA 2384,5:15 PM,C,Canceled,,,8:18 PM,
Fort Lauderdale (FLL),Lufthansa,LH 7744,5:15 PM,C,Canceled,,,8:18 PM,
Fort Lauderdale (FLL),SAS,SK 6754,5:15 PM,C,Canceled,,,8:18 PM,
Phoenix (PHX),Southwest Airlines,WN 391,5:15 PM,A,Landed - On-time,7:34 PM,,7:45 PM,
Seattle (SEA),Alaska Airlines,AS 11,5:15 PM,A,Landed - On-time,7:44 PM,,8:27 PM,
San Francisco (SFO),United Airlines,UA 1584,5:15 PM,C,Landed - Delayed,8:36 PM,,8:36 PM,
San Francisco (SFO),Air New Zealand,NZ 9124,5:15 PM,C,Landed - Delayed,8:36 PM,,8:36 PM,
San Francisco (SFO),SAS,SK 3923,5:15 PM,C,Landed - Delayed,8:36 PM,,8:36 PM,
Toronto (YTZ),Porter Airlines,PD 138,5:15 PM,B,Landed - Delayed,8:00 PM,,6:59 PM,
Stockholm (ARN),SAS,SK 904,5:20 PM,B,Landed - Delayed,7:04 AM,1,7:15 AM,1
Stockholm (ARN),United Airlines,UA 68,5:20 PM,C,Landed - On-time,7:14 AM,1,7:35 AM,1
Stockholm (ARN),Air Canada,AC 5752,5:20 PM,C,Landed - On-time,7:14 AM,1,7:35 AM,1
Stockholm (ARN),Lufthansa,LH 9184,5:20 PM,C,Landed - On-time,7:14 AM,1,7:35 AM,1
Stockholm (ARN),SWISS,LX 3009,5:20 PM,C,Landed - On-time,7:14 AM,1,7:35 AM,1
Stockholm (ARN),Austrian,OS 7702,5:20 PM,C,Landed - On-time,7:14 AM,1,7:35 AM,1
Dublin (DUB),Aer Lingus,EI 100,5:20 PM,B,Landed - Delayed,6:32 AM,1,4:55 AM,1
Dublin (DUB),British Airways,BA 6132,5:20 PM,B,Landed - Delayed,6:32 AM,1,4:55 AM,1
Dublin (DUB),Etihad Airways,EY 7881,5:20 PM,B,Landed - Delayed,6:32 AM,1,4:55 AM,1
Los Angeles (LAX),United Airlines,UA 1871,5:20 PM,C,Landed - On-time,8:05 PM,,8:26 PM,
Los Angeles (LAX),Air New Zealand,NZ 9541,5:20 PM,C,Landed - On-time,8:05 PM,,8:26 PM,
Los Angeles (LAX),TAP Portugal,TP 8546,5:20 PM,C,Landed - On-time,8:05 PM,,8:26 PM,
Atlanta (ATL),Delta Air Lines,DL 2449,5:25 PM,B,Landed - On-time,7:48 PM,,8:00 PM,
Atlanta (ATL),Gol,G3 8111,5:25 PM,B,Landed - On-time,7:48 PM,,8:00 PM,
Atlanta (ATL),Virgin Atlantic,VS 4491,5:25 PM,B,Landed - On-time,7:48 PM,,8:00 PM,
Rome (FCO),United Airlines,UA 40,5:25 PM,C,Landed - On-time,7:20 AM,1,7:45 AM,1
Rome (FCO),Air Canada,AC 4991,5:25 PM,C,Landed - On-time,7:20 AM,1,7:45 AM,1
Rome (FCO),Lufthansa,LH 7616,5:25 PM,C,Landed - On-time,7:20 AM,1,7:45 AM,1
Rome (FCO),SWISS,LX 3029,5:25 PM,C,Landed - On-time,7:20 AM,1,7:45 AM,1
Rome (FCO),Brussels Airlines,SN 9017,5:25 PM,C,Landed - On-time,7:20 AM,1,7:45 AM,1
Miami (MIA),American Airlines,AA 1037,5:25 PM,A,Landed - On-time,9:41 PM,,8:42 PM,
Miami (MIA),British Airways,BA 2539,5:25 PM,A,Landed - On-time,9:41 PM,,8:42 PM,
Miami (MIA),LATAM Airlines Brasil,JJ 2048,5:25 PM,A,Landed - On-time,9:41 PM,,8:42 PM,
Miami (MIA),LATAM Airlines,LA 6855,5:25 PM,A,Landed - On-time,9:41 PM,,8:42 PM,
Boston (BOS),JetBlue Airways,B6 2580,5:28 PM,A,Landed - Delayed,10:58 PM,,6:53 PM,
Boston (BOS),Emirates,EK 6034,5:28 PM,A,Landed - Delayed,10:58 PM,,6:53 PM,
Boston (BOS),Qatar Airways,QR 4198,5:28 PM,A,Landed - Delayed,10:58 PM,,6:53 PM,
Columbus (CMH),ExpressJet,EV 4436,5:30 PM,A,Landed - Delayed,8:47 PM,,7:30 PM,
